text,date_min,date_max,dialect_group,dialect,region,town,longitude,latitude,type,lexeme,outcome,preceding_eir,meter
03/06/06 teos,-199,-100,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,λειπόμαν,1,0,iambic trimeter
03/06/06 teos,-199,-100,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,κούφα,1,0,iambic trimeter
03/07/02 erythrai,-399,-200,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,votive,γ̣υνὴ,0,0,elegiac
03/07/02 erythrai,-399,-200,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,votive,μ̣ορφῆς,0,0,elegiac
03/07/02 erythrai,-399,-200,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,votive,ἀρετῆς,0,0,elegiac
03/07/02 erythrai,-399,-200,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,votive,τήνδ’,0,0,elegiac
03/07/02 erythrai,-399,-200,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,votive,μνήμην,0,0,elegiac
03/07/02 erythrai,-399,-200,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,votive,μνήμην,0,0,elegiac
03/07/08 erythrai,-99,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,συντυχίην,0,1,elegiac
03/07/08 erythrai,-99,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,Τύχη,0,0,elegiac
03/07/14 erythrai,-299,-200,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,ψυχὴ,0,0,hexameter
03/07/14 erythrai,-299,-200,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,ἐξεπταμένη,0,0,hexameter
03/07/14 erythrai,-299,-200,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,ἥδε,0,0,hexameter
03/07/14 erythrai,-299,-200,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,πεπότηται,0,0,hexameter
03/07/12 erythrai,-299,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,Εὐτυχίαν,1,1,elegiac
03/07/12 erythrai,-299,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,ποθεινή,0,0,elegiac
03/07/12 erythrai,-299,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,θνῄσκω,0,0,elegiac
03/07/12 erythrai,-299,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,τὴν,0,0,elegiac
03/01/01 priene,-375,-325,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,votive,ἤνωγον,0,0,elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,τέχνᾱι,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,κε̣νᾶι,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,νίκαν,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,παλαισμοσύνας,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,Φοιβείας̣,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,αἰπεινά,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,ἀμφ̣εθέμαν,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,ἑ̣λό̣μ̣α̣ν̣,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,τάνδε,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,Πριά̣ναν,1,1,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,Πριά̣ναν,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,ἄγαγον,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,ἁνίκα,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,Ἀθηνόπολιν,0,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,ἀγαγόμαν,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,ἀγαγόμαν,1,0,mixed iamb/elegiac
03/01/02 priene,-199,-100,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,honorary,Ἀθηνόπολις,0,0,mixed iamb/elegiac
03/01/03 priene,-99,-1,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,funerary,Ἡγησὼ,0,0,elegiac
03/01/03 priene,-99,-1,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,funerary,ῥοδόπηχυς,0,0,elegiac
03/01/03 priene,-99,-1,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,funerary,Ἠὼς,0,0,elegiac
03/01/03 priene,-99,-1,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,funerary,ἧς,0,0,elegiac
03/01/04 priene,-99,-1,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,funerary,ἀσπαστὴ,0,0,elegiac
03/01/04 priene,-99,-1,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,funerary,τειρομένα,1,0,elegiac
03/01/04 priene,-99,-1,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,funerary,ἡ,0,0,elegiac
03/01/04 priene,-99,-1,attic-ionic,east ionic,asia minor,priene,27.29658367,37.66078028,funerary,ἣν,0,0,elegiac
03/02/30 ephesos,-98,-94,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,honorary,ἐμὴν,0,0,iambic trimeter
03/02/30 ephesos,-98,-94,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,honorary,τὴν,0,0,iambic trimeter
03/02/58 ephesos,-25,-1,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,funerary,κακία,1,1,elegiac
03/02/58 ephesos,-25,-1,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,funerary,καλὰν,1,0,elegiac
03/02/58 ephesos,-25,-1,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,funerary,γενέτᾳ,1,0,elegiac
03/02/58 ephesos,-25,-1,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,funerary,ἀρετὰν,1,0,elegiac
03/02/58 ephesos,-25,-1,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,funerary,ἐϋφροσύναν,1,0,elegiac
03/02/58 ephesos,-25,-1,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,funerary,μνάμαν,1,0,elegiac
03/02/58 ephesos,-25,-1,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,funerary,μνάμαν,1,0,elegiac
03/02/58 ephesos,-25,-1,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,funerary,ἧψ’,0,0,elegiac
03/02/58 ephesos,-25,-1,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,funerary,ἃν,1,0,elegiac
03/02/58 ephesos,-25,-1,attic-ionic,east ionic,asia minor,ephesos,27.340307,37.9407625,funerary,ἁ,1,0,elegiac
03/05/01 klaros/Kolophon,-320,-200,attic-ionic,east ionic,asia minor,klaros,27.1483085,38.108253,honorary,πάλης,0,0,elegiac
03/05/01 klaros/Kolophon,-320,-200,attic-ionic,east ionic,asia minor,klaros,27.1483085,38.108253,honorary,ἔστησεν,0,0,elegiac
03/05/01 klaros/Kolophon,-320,-200,attic-ionic,east ionic,asia minor,klaros,27.1483085,38.108253,honorary,θνητὸς,0,0,elegiac
03/05/01 klaros/Kolophon,-320,-200,attic-ionic,east ionic,asia minor,klaros,27.1483085,38.108253,honorary,ἣν,0,0,elegiac
03/06/03 teos,-199,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,ψυχὰς,1,0,elegiac
03/06/03 teos,-199,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,ἀποπταμένας,0,0,elegiac
03/06/03 teos,-199,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,νᾶσον,1,0,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,Περσεφόνας,1,0,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,ἅρπασεν,1,0,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,οἰκτρὰν,1,1,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,ἁβρᾶς,1,0,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,Κούραν,1,0,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,Ἀΐδας,1,0,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,ζᾶλον,1,0,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,Εἰράναν,1,0,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,τακεδόνες,1,0,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,Δαμάτερος,1,0,elegiac
03/06/07 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,Δαμάτερος,1,0,elegiac
03/06/08 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,κρυερὴν,0,1,elegiac
03/06/08 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,σῆμα,0,0,elegiac
03/06/08 teos,-99,-1,attic-ionic,east ionic,asia minor,teos,26.785014,38.177262,funerary,γοησάμενοι,0,0,elegiac
03/07/17 erythrai,-199,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,αἰτίη;,0,1,elegiac
03/07/17 erythrai,-199,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,Ἅδην,0,0,elegiac
03/07/17 erythrai,-199,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,πυκνῇσιν,0,0,elegiac
03/07/17 erythrai,-199,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,θρεψαμένα,1,0,elegiac
03/07/17 erythrai,-199,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,σποδιὴν,0,1,elegiac
03/07/17 erythrai,-199,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,γενέτᾳ,1,0,elegiac
03/07/17 erythrai,-199,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,νῆας,0,0,elegiac
03/07/17 erythrai,-199,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,ἀγάγετο,1,0,elegiac
03/07/17 erythrai,-199,-1,attic-ionic,east ionic,asia minor,erythrai,26.480833,38.382778,funerary,ἁ,1,0,elegiac
CEG II 678 = IC I xxx 3  = MF 25,-299,-275,doric,central cretan,crete central,tylisos,25.02024971,35.2985026,funerary,ἀρετᾶς,1,0,pentameter
CEG II 678 = IC I xxx 3  = MF 25,-299,-275,doric,central cretan,crete central,tylisos,25.02024971,35.2985026,funerary,μνᾶμ’,1,0,pentameter
CEG II 847 = MF 33,-330,-148,doric,west cretan,crete west,lissos,23.7865776,35.2406412,votive,Θαρσύτας,1,0,elegiac
CEG II 847 = MF 33,-330,-148,doric,west cretan,crete west,lissos,23.7865776,35.2406412,votive,Ἀσκληπιὸν,0,0,elegiac
"GVI 1391 = IC I,V,40 = MF 2",-199,-100,doric,central cretan,crete central,arkades,25.282439,35.080331,funerary,ἁ,1,0,elegiac
"IC I,V,41 = MF 3",-99,-1,doric,central cretan,crete central,arkades,25.282439,35.080331,funerary,πολιὴν,0,1,hexameter
"IC I,V,41 = MF 3",-99,-1,doric,central cretan,crete central,arkades,25.282439,35.080331,funerary,καλλοσύνην,0,0,hexameter
"IC I,V,41 = MF 3",-99,-1,doric,central cretan,crete central,arkades,25.282439,35.080331,funerary,ἥν,0,0,hexameter
"IC I,V,41 = MF 3",-99,-1,doric,central cretan,crete central,arkades,25.282439,35.080331,funerary,ἀπήγαγέ,0,0,hexameter
"IC I,V,41 = MF 3",-99,-1,doric,central cretan,crete central,arkades,25.282439,35.080331,funerary,τὴν,0,0,hexameter
"IC I,V,41 = MF 3",-99,-1,doric,central cretan,crete central,arkades,25.282439,35.080331,funerary,σὴν,0,0,hexameter
"IC I,VIII,33 = MF 4",-199,-100,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,ἀρετᾶς,1,0,elegiac
"IC I,VIII,33 = MF 4",-199,-100,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,κείνας,1,0,elegiac
"IC I,VIII,33 = MF 4",-199,-100,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,ἱπποσύνας,1,0,elegiac
"IC I,VIII,33 = MF 4",-199,-100,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,ἱππείας,1,1,elegiac
"IC I,VIII,33 = MF 4",-199,-100,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,Ἅδης,0,0,elegiac
"IC I,VIII,33 = MF 4",-199,-100,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,φάμα,1,0,elegiac
"IC I,VIII,33 = MF 4",-199,-100,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,φάμα,1,0,elegiac
"IC I,VIII,33 = MF 4",-199,-100,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,ἠνεμόεντος,0,0,elegiac
"IC I,VIII,33 = MF 4",-199,-100,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,ὁμήγυριν,0,0,elegiac
"IC I,VIII,34 = MF 5",-199,-1,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,ψυχὰν,1,0,elegiac
"IC I,VIII,34 = MF 5",-199,-1,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,ἀρετὰν,1,0,elegiac
"IC I,VIII,34 = MF 5",-199,-1,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,δίκαν,1,0,elegiac
"IC I,VIII,34 = MF 5",-199,-1,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,βιοτὰν,1,0,elegiac
"IC I,VIII,34 = MF 5",-199,-1,doric,central cretan,crete central,knosos,25.163106,35.297847,funerary,τὰς,1,0,elegiac
"IC I,XIX,5 = MF21",-199,-100,doric,central cretan,crete central,malla,25.49254438,35.29317203,votive,Λιβύης,0,0,elegiac
"IC I,XIX,5 = MF21",-199,-100,doric,central cretan,crete central,malla,25.49254438,35.29317203,votive,τήνδε,0,0,elegiac
"IC I,XVI,24 = MF 11",-150,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,Διώνας,1,0,mixed hexameter/pentameter
"IC I,XVI,24 = MF 11",-150,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,Εὐνομίας,1,1,mixed hexameter/pentameter
"IC I,XVI,24 = MF 11",-150,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,θεά,1,1,mixed hexameter/pentameter
"IC I,XVI,48 (A) = MF 15 (A+B)",-199,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,ῥώμα,1,0,elegiac
"IC I,XVI,48 (A) = MF 15 (A+B)",-199,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,ἐ̣λ̣ε̣υθερίας,1,1,elegiac
"IC I,XVI,48 (A) = MF 15 (A+B)",-199,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,ἔστας,1,0,elegiac
"IC I,XVI,48 (A) = MF 15 (A+B)",-199,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,ἔστας,1,0,elegiac
"IC I,XVI,48 (A) = MF 15 (A+B)",-199,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,ἆμαρ̣,1,0,elegiac
"IC I,XVI,48 (A) = MF 15 (A+B)",-199,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,Λατ̣ὼ,1,0,elegiac
"IC I,XVI,48 (A) = MF 15 (A+B)",-199,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,ἐπαγλάϊσας,1,0,elegiac
"IC I,XVI,49 = MF 12",-199,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,Ἅδης,0,0,elegiac
"IC I,XVI,49 = MF 12",-199,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,φΗΜΗ,0,0,elegiac
"IC I,XVI,49 = MF 12",-199,-100,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,φΗΜΗ,0,0,elegiac
"IC I,XVI,50 = MF 13",-99,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,προτέραν,1,1,elegiac
"IC I,XVI,50 = MF 13",-99,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,ἡλικίας,0,0,elegiac
"IC I,XVI,50 = MF 13",-99,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,ἡλικίας,1,1,elegiac
"IC I,XVI,51 = MF 14",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,ἆμαρ,1,0,elegiac
"IC I,XVI,51 = MF 14",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,ἀελίοιο,1,0,elegiac
"IC I,XVI,51 = MF 14",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,funerary,Τλάμων,1,0,elegiac
"IC I,XVI,7 = MF 10",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,φημοσύναν,0,0,elegiac
"IC I,XVI,7 = MF 10",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,φημοσύναν,1,0,elegiac
"IC I,XVI,7 = MF 10",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,εὐτυχίαι,1,1,elegiac
"IC I,XVI,7 = MF 10",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,Κυλλάνιε,1,0,elegiac
"IC I,XVI,7 = MF 10",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,ἔστασεν,1,0,elegiac
"IC I,XVI,7 = MF 10",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,σὰν,1,0,elegiac
"IC I,XVI,7 = MF 10",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,ἁνίκα,1,0,elegiac
"IC I,XVI,7 = MF 10",-199,-1,doric,central cretan,crete central,lato,25.65567205,35.1785382,votive,στᾶι,1,0,elegiac
"IC I,XVII,21 = MF 20",-99,-1,doric,central cretan,crete central,lebena,24.925981,34.933931,votive,γενέται,1,0,elegiac
"IC I,XVII,21 = MF 20",-99,-1,doric,central cretan,crete central,lebena,24.925981,34.933931,votive,ἀγάγαο,1,0,elegiac
"IC I,XVII,21 = MF 20",-99,-1,doric,central cretan,crete central,lebena,24.925981,34.933931,votive,Ἀσκληπί’,0,0,elegiac
"IC I,XVII,21 = MF 20",-99,-1,doric,central cretan,crete central,lebena,24.925981,34.933931,votive,εὐσήμως,0,0,elegiac
"IC I,XVII,21 = MF 20",-99,-1,doric,central cretan,crete central,lebena,24.925981,34.933931,votive,ὁδαγὸν,1,0,elegiac
"IC I,XVII,21 = MF 20",-99,-1,doric,central cretan,crete central,lebena,24.925981,34.933931,votive,ναὸν,1,0,elegiac
"IC I,XVII,21 = MF 20",-99,-1,doric,central cretan,crete central,lebena,24.925981,34.933931,votive,κράνας,1,0,elegiac
"IC I,XVII,21 = MF 20",-99,-1,doric,central cretan,crete central,lebena,24.925981,34.933931,votive,νάματι,1,0,elegiac
"IC I,XXII,9 = MF 22 = CEG II 848",-399,-200,doric,central cretan,crete central,olous,25.738816,35.257679,votive,Δαμοχάρης,1,0,elegiac
"IC I,XXVII,2 = MF 24",-299,-100,doric,central cretan,crete central,rhaucos,25.024828,35.228138,funerary,μνᾶμα,1,0,hexameter
"IC I,XXVII,2 = MF 24",-299,-100,doric,central cretan,crete central,rhaucos,25.024828,35.228138,funerary,τερπνᾶς,1,0,hexameter
"IC I,XXX,4 = MF 26",-299,-275,doric,central cretan,crete central,tylisos,25.02024971,35.2985026,funerary,Ἀθα̣ναία,1,1,dubious
"IC I,XXX,4 = MF 26",-299,-275,doric,central cretan,crete central,tylisos,25.02024971,35.2985026,funerary,Ἀθα̣ναία,1,0,dubious
"IC II,V,49 = MF 27",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,Ἀγεσίλας,1,0,elegiac
"IC II,V,49 = MF 27",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,Φερσεφόνα,1,0,elegiac
"IC II,V,49 = MF 27",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,κόρα,1,0,elegiac
"IC II,V,49 = MF 27",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,ἐλαφράν,1,1,elegiac
"IC II,V,49 = MF 27",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,μηνίσῃ,0,0,elegiac
"IC II,V,49 = MF 27",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,Δαμάτερος,1,0,elegiac
"IC II,V,49 = MF 27",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,Δαμάτερος,1,0,elegiac
"IC II,V,50 = MF 28",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,Σωφρόνα,1,0,elegiac
"IC II,V,50 = MF 28",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,εὐχὰν,1,0,elegiac
"IC II,V,50 = MF 28",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,νύμφαν,1,0,elegiac
"IC II,V,50 = MF 28",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,Ἅιδας,1,0,elegiac
"IC II,V,50 = MF 28",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,παρθενικάν,1,0,elegiac
"IC II,V,50 = MF 28",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,νύμφα,1,0,elegiac
"IC II,V,50 = MF 28",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,Ἀΐδαν,1,0,elegiac
"IC II,V,50 = MF 28",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,μάτηρ,1,0,elegiac
"IC II,V,52 = MF 29",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,πάτρας,1,1,elegiac
"IC II,V,52 = MF 29",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,λιπόμαν,1,0,elegiac
"IC II,V,52 = MF 29",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,ὀδύνας,1,0,elegiac
"IC II,V,52 = MF 29",-99,-1,doric,west cretan,crete west,axos,24.8441326,35.3080415,funerary,μάτηρ,1,0,elegiac
"IC II,VI,10 = MF 30",-199,-100,doric,west cretan,crete west,kantanos,23.738349,35.330337,funerary,Θεοδόταν,1,0,elegiac
"IC II,VI,10 = MF 30",-199,-100,doric,west cretan,crete west,kantanos,23.738349,35.330337,funerary,Καρᾶς,1,1,elegiac
"IC II,VI,10 = MF 30",-199,-100,doric,west cretan,crete west,kantanos,23.738349,35.330337,funerary,ποθεινοτάτην,0,0,elegiac
"IC II,VI,10 = MF 30",-199,-100,doric,west cretan,crete west,kantanos,23.738349,35.330337,funerary,ἐρατήν,0,0,elegiac
"IC II,VI,10 = MF 30",-199,-100,doric,west cretan,crete west,kantanos,23.738349,35.330337,funerary,εὐσεβίης,0,1,elegiac
"IC II,VI,10 = MF 30",-199,-100,doric,west cretan,crete west,kantanos,23.738349,35.330337,funerary,Ἀΐδην,0,0,elegiac
"IC II,VII,5 = MF 31",-99,-1,doric,west cretan,crete west,kaudos,24.09009863,34.84166112,funerary,Ἅϊδης,0,0,hexameter
"IC II,VII,5 = MF 31",-99,-1,doric,west cretan,crete west,kaudos,24.09009863,34.84166112,funerary,ἡ,0,0,hexameter
"IC II,X,19 = MF 50",-199,-100,doric,east cretan,crete east,itanos,26.26297858,35.26325949,funerary,Κρήτᾳ,1,0,elegiac
"IC II,X,19 = MF 50",-199,-100,doric,east cretan,crete east,itanos,26.26297858,35.26325949,funerary,δόξῃ,0,0,elegiac
"IC II,X,19 = MF 50",-199,-100,doric,east cretan,crete east,itanos,26.26297858,35.26325949,funerary,ἀρετᾷ,1,0,elegiac
"IC II,X,19 = MF 50",-199,-100,doric,east cretan,crete east,itanos,26.26297858,35.26325949,funerary,γενεᾶς,1,1,elegiac
"IC II,X,19 = MF 50",-199,-100,doric,east cretan,crete east,itanos,26.26297858,35.26325949,funerary,Σωναύταν,1,0,elegiac
"IC II,X,19 = MF 50",-199,-100,doric,east cretan,crete east,itanos,26.26297858,35.26325949,funerary,ἀρετᾶς,1,0,elegiac
"IC II,X,19 = MF 50",-199,-100,doric,east cretan,crete east,itanos,26.26297858,35.26325949,funerary,τὰν,1,0,elegiac
"IC II,X,19 = MF 50",-199,-100,doric,east cretan,crete east,itanos,26.26297858,35.26325949,funerary,ἇς,1,0,elegiac
"IC II,X,19 = MF 50",-199,-100,doric,east cretan,crete east,itanos,26.26297858,35.26325949,funerary,μναστῆρα,1,0,elegiac
"IC II,X,19 = MF 50",-199,-100,doric,east cretan,crete east,itanos,26.26297858,35.26325949,funerary,σᾶς,1,0,elegiac
"IC II,XV,3 = MF 32",-299,-200,doric,west cretan,crete west,lissos,23.7865776,35.2406412,funerary,Πασιμνάστα,1,0,dubious
"IC II,XV,3 = MF 32",-299,-200,doric,west cretan,crete west,lissos,23.7865776,35.2406412,funerary,Πασιμνάστα,1,0,dubious
"IC II,XV,3 = MF 32",-299,-200,doric,west cretan,crete west,lissos,23.7865776,35.2406412,funerary,Περγαμία,1,1,dubious
"IC II,XV,3 = MF 32",-299,-200,doric,west cretan,crete west,lissos,23.7865776,35.2406412,funerary,Ἑρμαίαμ,1,0,dubious
"IC II,XXI,2 = MF 34",-199,-100,doric,west cretan,crete west,poikilason,23.879076,35.242183,funerary,ἡνιοχῶν,0,0,elegiac
"IC II,XXIII,20 = MF 35",-299,-100,doric,west cretan,crete west,polyrhenia,23.65641171,35.45863456,funerary,στυγερὰ,1,1,elegiac
